name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Andhra Pradesh,1.40100358157,0.479937082519,1.33175516655,1.19526425342,1.94078947368
Bangladesh,1.29760643695,0.664984000469,0.650810075187,1.20178898545,2.57086466165
China,1.54450661674,1.45934133582,3.24311158772,2.2920717856,5.0
Fujian,1.38820998545,0.826444266957,2.78179441937,1.8170324898,3.97697368421
Gansu,1.62930203635,1.60675381435,3.3651277527,2.25430559544,4.10526315789
Guangdong,1.39262948008,0.883651115252,3.2401277527,1.94171892109,4.22368421053
Gujarat,1.49606762241,0.477513612347,1.24842183322,1.25016151291,2.14144736842
Hebei,1.53088150261,1.00307526873,3.03179441937,1.9927153972,4.16447368421
Heilongjiang,1.50340140042,0.767225859357,3.03179441937,1.93958695456,4.35526315789
Hubei,1.41256444848,1.21305192718,3.1151277527,2.01989473098,4.15789473684
India,1.51408264132,0.659824790977,2.60242946654,1.80874754538,4.09868421053
Indonesia,1.04828707293,0.882698790181,2.43202029967,1.61438803749,3.76973684211
Jiangsu,1.44290095131,1.08299841976,3.1151277527,2.06011854304,4.60526315789
Jilin,1.46754258026,0.720061378086,3.19846108603,1.99530460844,4.75
Karnataka,1.6098776533,0.502826243661,1.83175516655,1.36068063045,1.94078947368
Madhya Pradesh,1.58310725454,1.53658180684,0.748421833217,1.31453992938,0.720394736842
Maharashtra,1.68035595199,0.516693590598,1.08175516655,1.28990715401,2.00328947368
Myanmar,0.836456654833,0.326845949695,0.210670592999,0.854800945566,2.6037593985
Nei Mongol,1.52614387117,1.15032303106,3.69846108603,2.22282362069,4.75
Nepal,1.43999221314,1.67597070254,1.01485831049,1.62896797041,2.6530075188
Pakistan,1.42337322195,0.387807980638,1.30237017163,1.5295998403,4.32368421053
Punjab,1.44135515499,0.50341469206,1.33175516655,1.08275737618,1.03618421053
Qinghai,1.7312600567,1.89903907317,2.94846108603,2.41698490753,4.75
Rajasthan,1.6417085701,0.731028647751,1.66508849988,1.28068950788,1.03289473684
Shandong,1.33188951335,0.802107608737,3.19846108603,1.96565725087,4.75
Sichuan,1.48559211557,1.09509998506,3.3651277527,2.08082547834,4.35526315789
Sri Lanka,0.885755014759,0.847789116483,0.57982593013,1.19199420932,3.30921052632
Tajikistan,0.858089093396,0.136701804894,0.801416053377,0.618932271044,0.763157894737
Tamil Nadu,1.48079828478,0.437028832837,1.99842183322,1.38338860717,2.40131578947
Uttar Pradesh,1.71562861897,0.516687514645,0.998421833217,1.19628413486,1.36842105263
Vietnam,1.05417753825,0.432240355127,1.68415113086,1.28209079147,3.1875
West Bengal,1.56064481361,0.319484697668,0.415088499884,1.07348503078,1.94078947368
Xinjiang,1.81477944615,1.40535955089,2.44846108603,2.16807828032,4.35526315789
Xizang,1.78015651191,0.866201734222,0.698461086034,1.11419228794,0.25
Yunnan,1.75316562283,1.28154018319,3.69846108603,2.31155009857,4.47368421053
