name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Andhra Pradesh,0.926801776137,0.566584002493,1.18212603953,0.913409553974,1.30263157895
Argentina,1.1712447476,0.301373639566,1.7309453385,1.24240047589,2.82565789474
Bahamas,0.465599180024,0.63983625731,0.416666666667,0.527039233413,0.575657894737
Bangladesh,1.22755459884,0.963627304942,0.657193651248,1.26431877795,2.57086466165
Barbados,0.761270609288,0.879818352439,0.5625,0.785559012605,0.884868421053
Belize,1.30835170947,0.674116124214,1.05282985232,0.978236841005,0.631578947368
Bolivia,0.648963044475,1.09728064655,1.33202851396,0.912422373058,0.825657894737
Botswana,0.765120142902,0.302006355171,0.393240600051,0.620495076276,1.09906015038
Brazil,2.13580676277,0.574042860642,3.23665559959,2.17321811376,4.40789473684
Cameroon,0.732175858846,0.274760768915,0.884382085007,0.645155135084,0.914661654135
Chile,1.3839077707,0.791184738546,3.47914926628,1.79042249873,3.18421052632
China,1.56765344621,1.29208220977,3.12315983581,2.23316001679,5.0
Colombia,0.980636009613,0.656087775663,2.94950224099,1.32953238848,1.98684210526
Costa Rica,1.25324657648,1.05453439892,2.41317950436,1.44805692856,1.78947368421
Côte d'Ivoire,1.06930104384,0.0451427873396,0.418605529886,0.690313481715,1.24172932331
DR Congo,0.755900032033,0.663980702792,0.904959802709,0.834892179019,1.31729323308
Dominican Republic,1.5400061023,0.307517045632,2.1167967524,1.15998759379,0.894736842105
Ecuador,1.00387118198,0.710195829977,1.58648238444,0.960638789979,0.720394736842
El Salvador,1.32962298125,1.12359865881,0.852182613699,1.12208512957,0.835526315789
Ethiopia,1.29842742941,0.634631083054,0.96616352332,1.24908332142,2.62932330827
Fujian,1.0647828702,0.757993001682,1.28684266746,1.00028481712,1.02631578947
Gansu,1.18784097648,2.18959115991,2.20350933412,1.51977698079,0.381578947368
Ghana,1.16944952707,0.166646909155,1.77327825021,1.15036336547,2.44398496241
Guangdong,1.07699892319,0.772117792843,2.20350933412,1.22111920198,1.52105263158
Guatemala,1.28249496778,0.613303905547,1.44648011827,1.09652696599,1.21710526316
Gujarat,1.06821735875,0.742608855777,1.26545937286,1.03962534827,1.33157894737
Guyana,0.602206659396,0.818537386999,0.705901097939,0.602197465602,0.0657894736842
Haiti,0.921195776385,0.378862926078,0.071337373318,0.729285162796,1.57631578947
Hebei,1.14010584214,0.89778452087,2.03684266746,1.16906198797,0.921052631579
Heilongjiang,1.02601031126,0.917526309288,1.70350933412,1.05960947004,0.789473684211
Honduras,1.28993088395,0.64061962797,1.56075050238,1.15493529101,1.41776315789
Hubei,0.946671653568,0.851076283394,1.62017600079,0.999386367616,0.815789473684
India,1.45948462841,0.845060325096,2.68196700619,1.8544096314,4.09868421053
Indonesia,1.20025103437,0.442298381816,2.40675761013,1.52051409613,3.64473684211
Jamaica,1.00039798908,0.242477307833,1.17628558849,0.803292594675,1.02631578947
Jiangsu,1.04906138452,1.11987279883,2.12017600079,1.25321805673,1.19736842105
Jilin,0.999194035243,0.850415337232,2.20350933412,1.06624966802,0.539473684211
Karnataka,1.6030212626,0.993844247603,1.5987927062,1.37062805367,1.27631578947
Kenya,1.56583314846,0.962366132984,1.74349798642,1.7264080228,3.66560150376
Liberia,1.43997110477,0.516607816662,0.183486719535,0.912976877545,1.02988721805
Madhya Pradesh,0.96097046051,0.763959964299,0.765459372863,0.812868763634,0.563157894737
Maharashtra,1.19139001936,0.644099910757,1.18212603953,1.01249962374,1.10263157895
Malawi,1.21240799271,0.123146201844,1.01479628921,0.916861463426,1.61823308271
Mexico,0.898183457537,1.11633177015,3.02434065863,1.57019243391,2.81578947368
Mozambique,0.837516132854,0.311632836588,0.819278754332,0.78560804208,1.56146616541
Myanmar,0.647365709978,0.262007975432,0.710670592999,0.777278964819,2.22086466165
