name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Andhra Pradesh,2.12,0.0,1.18,1.2,2.32
Argentina,1.17804178725,0.595013592766,1.47452220077,1.40231359653,3.54276315789
Armenia,1.15541371848,0.265845165475,0.389375,0.810522655457,1.40131578947
Azerbaijan,0.521378203271,0.24621701215,1.21875,0.793847306006,2.19078947368
Bahamas,0.761988902834,0.828605263158,0.364375,0.713625495344,0.703947368421
Bangladesh,1.37601569635,0.389407953909,0.777303113553,1.23272450769,2.99266917293
Barbados,1.9245994416,0.628833131518,1.31375,1.29815090031,0.950657894737
Belarus,0.817151707069,0.161916862528,1.84901785714,0.776637104368,0.825657894737
Belize,1.59052147971,0.546226132953,0.0,0.869155379139,0.460526315789
Bihar,1.67,0.0,1.18,0.96,1.93
Bolivia,0.930730896281,2.08062603973,0.0124584717608,1.10443446751,0.707236842105
Botswana,0.956733733114,0.539160958904,1.58763324176,0.992445789737,1.39906015038
Brazil,2.0526731235,1.07409509801,2.75039662373,2.20766648289,4.34539473684
Cameroon,1.61746148093,0.28747304135,0.774375,1.03868726606,1.26203007519
Chile,1.63644232933,1.74653202647,1.49118069431,1.95681890698,3.69736842105
China,1.69024725676,2.35470521329,2.56763242716,2.51765533077,5.0
Colombia,1.3709644923,0.516918985427,2.02372183197,1.32428950418,2.11513157895
Costa Rica,1.52794846741,0.734945038223,2.00747564935,1.42094214057,1.92105263158
Côte d'Ivoire,0.823165859125,0.203185631319,0.976628151261,0.915635428667,2.52612781955
DR Congo,0.58423973699,0.650044986881,0.869375,0.624247219808,0.434210526316
Dominican Republic,1.50163094333,0.347033261231,0.522375,0.89907255307,0.773026315789
Ecuador,1.33078782609,0.427246807423,1.60467165899,1.05661755309,1.03618421053
Egypt,1.18680236047,1.7659131832,0.188490935135,1.40678169732,2.49342105263
El Salvador,1.5171859839,1.17505923347,0.045,1.14870795308,1.21710526316
Ethiopia,1.14822184836,0.347786391109,1.29675,1.24335332209,3.23477443609
Georgia,1.20253711015,0.609819015222,0.987127791563,1.10660208578,1.96381578947
Ghana,1.84948589883,0.144374178165,1.4425,1.22761131223,1.52086466165
Guatemala,1.73832172194,0.590551679633,1.591125,1.29372873214,1.21710526316
Guyana,1.00795752641,0.303378717524,0.325375,0.552871296875,0.0657894736842
Haiti,0.957437355962,0.297440015114,0.728375,0.854846655566,1.82255639098
Honduras,1.58068483206,1.85258919455,1.283375,1.58335299382,1.35197368421
India,1.69746801794,1.62211886143,1.18206626425,1.96711043682,4.16118421053
Indonesia,1.1520283322,0.648154160461,2.50102515905,1.64324030225,4.08552631579
Jamaica,1.60136752389,0.41545033873,0.619375,0.974535729598,0.776315789474
Jordan,2.27943511212,2.71235076795,1.32518537878,2.17047418732,1.64144736842
Kazakhstan,0.83757039855,0.198036855557,0.913604052198,0.82457192918,1.95394736842
Kenya,1.62627220857,1.38840095771,1.53592000262,1.91723859971,4.13214285714
Kyrgyzstan,0.68118780768,0.177052406658,1.0204781106,0.771754666922,1.95394736842
Lebanon,1.05863696623,0.556182034348,1.39358104396,1.19803076392,2.65789473684
Liberia,0.977537396326,1.62277236031,0.503375,1.13053336775,1.18120300752
Madhya Pradesh,2.09,0.0,1.18,1.16,2.13
Malawi,1.05590854898,0.111594277579,0.204375,0.717362614518,1.53909774436
Mexico,1.30671698195,1.15935741735,3.47022315673,2.02556696518,4.23026315789
Moldova,0.948429611509,0.275698236552,1.31880650995,0.861711502587,1.34539473684
Mongolia,0.796378082204,1.99315372003,0.686231223501,1.38160308505,2.41447368421
Mozambique,0.986445285666,0.597528991186,0.129375,0.81144794884,1.45469924812
Myanmar,0.957944604883,0.306264039486,0.045,0.74515291846,1.75563909774
Nepal,1.66073363654,0.653666350319,0.12,1.32568659279,2.98195488722
Nicaragua,1.68910937343,1.19485329777,0.0,1.16238921239,0.855263157895
Nigeria,1.44228601121,0.253177625357,1.05479678032,1.32658532944,3.43665413534
Odisha,1.93,0.0,1.18,0.83,1.87
Pakistan,1.76824894102,0.636861912654,1.39597212112,1.59511299093,3.24906015038
Panama,1.74046012145,0.858943632765,0.252377181642,1.22165792618,1.53289473684
Paraguay,0.725326960845,0.200014526002,0.519800420168,0.467578889374,0.263157894737
Peru,1.55364953958,0.574909837814,1.363246337,1.32506445457,2.17763157895
Russia,0.859168957853,0.412394950383,0.899474336639,1.21612300823,4.09210526316
Rwanda,2.34530057014,0.346927849798,0.789086538462,1.5554675788,2.63270676692
Senegal,1.31578641551,2.24610200585,0.518375,1.680307433,2.68270676692
Sierra Leone,1.42148613882,1.25176530741,0.2625,1.19809491241,1.43063909774
South Africa,1.16276049697,1.61825709943,2.56209258381,1.96647416356,4.21052631579
Sri Lanka,1.40716753332,0.710371542736,0.778499631811,1.36002315776,3.11513157895
Suriname,0.847262952778,0.337059745787,0.0,0.469628368005,0.197368421053
Tajikistan,0.790934272011,0.152339192106,1.089375,0.658705400647,0.888157894737
Tanzania,1.16786161747,0.690125885478,0.949375,1.26185182053,2.96842105263
Trinidad and Tobago,0.634355073059,0.481011304614,0.479375,0.631300354818,1.07565789474
Turkey,1.30370193246,1.01748801734,1.13264137179,1.57688654185,3.86842105263
Turkmenistan,0.450315646349,0.0,0.0,0.208251258539,0.1875
Uganda,1.72989112003,0.642311390853,0.459230769231,1.47151380396,3.45319548872
