2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,unit,indicator
0,0,0,0,0,0.01,0.01,0.01,0.03,0.03,0.05,0.1,0.15,%,EV share of total cars sold
