2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,unit,indicator
0,0.04,0.11,0.17,0.26,0.42,0.7,1.07,1.92,2.09,3.12,6.43,10.28,million,annual EV sales
