name:es_aa,name:es_var,type_var,2014
Fujian,Es...Clean energy electricity generation,ind,0.034
Fujian,Es...Growth rate of electricity generation,ind,0.001
Fujian,Es...Biofuels production,ind,0.0
Fujian,Es...Growth rate biofuels production,ind,0.0
Fujian,Es...Average electricity spot prices,ind,0.028
Fujian,Es...Average retail electricity prices,ind,0.019
Fujian,Es...Average residential electricity prices,ind,0.0
Fujian,Es...Average commercial electricity prices,ind,0.0
Fujian,Es...Average industrial electricity prices,ind,0.0
Fujian,Es...Average kerosene prices,ind,0.0
Fujian,Es...Average diesel prices,ind,0.0
Fujian,Es...Growth rate of power demand,ind,0.031
Fujian,Es...Electrification rate,ind,0.002
Fujian,Es...Population using solid fuels for cooking,ind,0.0
Fujian,Financiamiento y Inversión,param,0.762
Fujian,Es...Clean energy investments,ind,0.012
Fujian,Es...Growth rate of clean energy investments,ind,0.018
Fujian,Es...Asset finance investments,ind,0.0
Fujian,Es...Corporate finance investments,ind,0.0
Fujian,Es...VC/PE investments,ind,0.0
Fujian,"Es...Loans, grants, grant programs",ind,0.0
Fujian,Es...Local investments,ind,0.0
Fujian,Es...Number of Green MFI,ind,0.0
Fujian,Es...Green micro-loans,ind,0.0
Fujian,Es...Green micro-borrowers,ind,0.0
Fujian,Es...Average cost of green micro debt,ind,0.0
Fujian,Es...Average cost of debt,ind,0.09
Fujian,Es...Swap rate,ind,0.108
Fujian,Cadenas de valor,param,1.941
Fujian,Es...Financial institutions in clean energy,ind,0.075
Fujian,Es...Value chains by clean energy sector,ind,0.197
Fujian,Es...Distributed clean energy value chains by sector,ind,0.0
Fujian,Es...Clean energy service providers,ind,0.019
Fujian,Es...Distributed clean energy service providers,ind,0.0
Fujian,Gestión de GEI,param,1.287
Fujian,Es...Carbon offsets historical activity,ind,0.038
Fujian,Es...CDM risk,ind,0.05
Fujian,Es...Carbon offsets future potential,ind,0.0
Fujian,Es...GHG emissions reduction target,ind,0.0
Fujian,Es...GHG country registry,ind,0.0
Fujian,Es...GHG market-based instruments,ind,0.0
Fujian,Es...PMR & NAMA,ind,0.028
Fujian,Es...Voluntary GHG reporting by corporates,ind,0.002
Fujian,Es...Investor pressure – PRI signatories,ind,0.001
Fujian,Es...Corporate energy efficiency initiatives,ind,0.038
Fujian,Es...Corporate emission reduction policies,ind,0.038
Fujian,Es...Capacity building – env. business training,ind,0.0
Fujian,Es...Capacity building – think tanks,ind,0.0
Fujian,Es...State rank,rank,11.0
Shandong,Puntaje,score,1.429
Shandong,Marco Propicio,param,1.451
Shandong,Es...Clean energy policies,ind,0.26
Shandong,Es...Power sector structure,ind,0.072
Shandong,Es...Distributed energy regulatory framework,ind,0.0
Shandong,Es...Clean energy rural electrification,ind,0.04
Shandong,Es...Energy access policies,ind,0.0
Shandong,Es...Policy barriers,ind,0.004
Shandong,Es...Clean energy installed capacity,ind,0.024
Shandong,Es...Growth rate of installed capacity,ind,0.0
Shandong,Es...Clean energy electricity generation,ind,0.006
Shandong,Es...Growth rate of electricity generation,ind,0.086
Shandong,Es...Biofuels production,ind,0.0
Shandong,Es...Growth rate biofuels production,ind,0.0
Shandong,Es...Average electricity spot prices,ind,0.028
Shandong,Es...Average retail electricity prices,ind,0.02
Shandong,Es...Average residential electricity prices,ind,0.0
Shandong,Es...Average commercial electricity prices,ind,0.0
Shandong,Es...Average industrial electricity prices,ind,0.0
Shandong,Es...Average kerosene prices,ind,0.0
Shandong,Es...Average diesel prices,ind,0.0
Shandong,Es...Growth rate of power demand,ind,0.042
Shandong,Es...Electrification rate,ind,0.002
Shandong,Es...Population using solid fuels for cooking,ind,0.0
Shandong,Financiamiento y Inversión,param,0.837
Shandong,Es...Clean energy investments,ind,0.017
Shandong,Es...Growth rate of clean energy investments,ind,0.036
Shandong,Es...Asset finance investments,ind,0.0
Shandong,Es...Corporate finance investments,ind,0.0
Shandong,Es...VC/PE investments,ind,0.0
Shandong,"Es...Loans, grants, grant programs",ind,0.0
Shandong,Es...Local investments,ind,0.0
Shandong,Es...Number of Green MFI,ind,0.0
Shandong,Es...Green micro-loans,ind,0.0
Shandong,Es...Green micro-borrowers,ind,0.0
Shandong,Es...Average cost of green micro debt,ind,0.0
Shandong,Es...Average cost of debt,ind,0.09
Shandong,Es...Swap rate,ind,0.108
Shandong,Cadenas de valor,param,2.26
Shandong,Es...Financial institutions in clean energy,ind,0.075
Shandong,Es...Value chains by clean energy sector,ind,0.217
Shandong,Es...Distributed clean energy value chains by sector,ind,0.0
Shandong,Es...Clean energy service providers,ind,0.047
Shandong,Es...Distributed clean energy service providers,ind,0.0
Shandong,Gestión de GEI,param,1.704
Shandong,Es...Carbon offsets historical activity,ind,0.038
Shandong,Es...CDM risk,ind,0.075
Shandong,Es...Carbon offsets future potential,ind,0.0
Shandong,Es...GHG emissions reduction target,ind,0.0
Shandong,Es...GHG country registry,ind,0.0
Shandong,Es...GHG market-based instruments,ind,0.0
Shandong,Es...PMR & NAMA,ind,0.028
Shandong,Es...Voluntary GHG reporting by corporates,ind,0.002
Shandong,Es...Investor pressure – PRI signatories,ind,0.001
Shandong,Es...Corporate energy efficiency initiatives,ind,0.038
Shandong,Es...Corporate emission reduction policies,ind,0.038
Shandong,Es...Capacity building – env. business training,ind,0.0
Shandong,Es...Capacity building – think tanks,ind,0.038
Shandong,Es...State rank,rank,7.0
Hubei,Puntaje,score,1.226
Hubei,Marco Propicio,param,1.266
Hubei,Es...Clean energy policies,ind,0.26
Hubei,Es...Power sector structure,ind,0.072
Hubei,Es...Distributed energy regulatory framework,ind,0.0
Hubei,Es...Clean energy rural electrification,ind,0.04
Hubei,Es...Energy access policies,ind,0.0
Hubei,Es...Policy barriers,ind,0.004
Hubei,Es...Clean energy installed capacity,ind,0.018
Hubei,Es...Growth rate of installed capacity,ind,0.0
Hubei,Es...Clean energy electricity generation,ind,0.014
Hubei,Es...Growth rate of electricity generation,ind,0.019
Hubei,Es...Biofuels production,ind,0.0
Hubei,Es...Growth rate biofuels production,ind,0.0
Hubei,Es...Average electricity spot prices,ind,0.029
Hubei,Es...Average retail electricity prices,ind,0.019
Hubei,Es...Average residential electricity prices,ind,0.0
Hubei,Es...Average commercial electricity prices,ind,0.0
Hubei,Es...Average industrial electricity prices,ind,0.0
Hubei,Es...Average kerosene prices,ind,0.0
Hubei,Es...Average diesel prices,ind,0.0
Hubei,Es...Growth rate of power demand,ind,0.028
Hubei,Es...Electrification rate,ind,0.002
Hubei,Es...Population using solid fuels for cooking,ind,0.0
Hubei,Financiamiento y Inversión,param,0.883
Hubei,Es...Clean energy investments,ind,0.009
Hubei,Es...Growth rate of clean energy investments,ind,0.057
Hubei,Es...Asset finance investments,ind,0.0
Hubei,Es...Corporate finance investments,ind,0.0
Hubei,Es...VC/PE investments,ind,0.0
Hubei,"Es...Loans, grants, grant programs",ind,0.0
Hubei,Es...Local investments,ind,0.0
Hubei,Es...Number of Green MFI,ind,0.0
Hubei,Es...Green micro-loans,ind,0.0
Hubei,Es...Green micro-borrowers,ind,0.0
Hubei,Es...Average cost of green micro debt,ind,0.0
Hubei,Es...Average cost of debt,ind,0.09
Hubei,Es...Swap rate,ind,0.108
Hubei,Cadenas de valor,param,1.414
Hubei,Es...Financial institutions in clean energy,ind,0.075
Hubei,Es...Value chains by clean energy sector,ind,0.118
Hubei,Es...Distributed clean energy value chains by sector,ind,0.0
Hubei,Es...Clean energy service providers,ind,0.019
Hubei,Es...Distributed clean energy service providers,ind,0.0
Hubei,Gestión de GEI,param,1.62
Hubei,Es...Carbon offsets historical activity,ind,0.038
Hubei,Es...CDM risk,ind,0.062
Hubei,Es...Carbon offsets future potential,ind,0.0
Hubei,Es...GHG emissions reduction target,ind,0.0
Hubei,Es...GHG country registry,ind,0.0
Hubei,Es...GHG market-based instruments,ind,0.0
Hubei,Es...PMR & NAMA,ind,0.028
Hubei,Es...Voluntary GHG reporting by corporates,ind,0.002
Hubei,Es...Investor pressure – PRI signatories,ind,0.001
Hubei,Es...Corporate energy efficiency initiatives,ind,0.038
Hubei,Es...Corporate emission reduction policies,ind,0.038
Hubei,Es...Capacity building – env. business training,ind,0.0
Hubei,Es...Capacity building – think tanks,ind,0.038
Hubei,Es...State rank,rank,14.0
Guangdong,Puntaje,score,1.488
Guangdong,Marco Propicio,param,1.387
Guangdong,Es...Clean energy policies,ind,0.26
Guangdong,Es...Power sector structure,ind,0.072
Guangdong,Es...Distributed energy regulatory framework,ind,0.0
Guangdong,Es...Clean energy rural electrification,ind,0.04
Guangdong,Es...Energy access policies,ind,0.0
Guangdong,Es...Policy barriers,ind,0.004
Guangdong,Es...Clean energy installed capacity,ind,0.032
Guangdong,Es...Growth rate of installed capacity,ind,0.0
Guangdong,Es...Clean energy electricity generation,ind,0.013
Guangdong,Es...Growth rate of electricity generation,ind,0.058
Guangdong,Es...Biofuels production,ind,0.0
Guangdong,Es...Growth rate biofuels production,ind,0.0
Guangdong,Es...Average electricity spot prices,ind,0.032
Guangdong,Es...Average retail electricity prices,ind,0.023
Guangdong,Es...Average residential electricity prices,ind,0.0
Guangdong,Es...Average commercial electricity prices,ind,0.0
Guangdong,Es...Average industrial electricity prices,ind,0.0
Guangdong,Es...Average kerosene prices,ind,0.0
Guangdong,Es...Average diesel prices,ind,0.0
Guangdong,Es...Growth rate of power demand,ind,0.021
Guangdong,Es...Electrification rate,ind,0.002
Guangdong,Es...Population using solid fuels for cooking,ind,0.0
Guangdong,Financiamiento y Inversión,param,0.79
Guangdong,Es...Clean energy investments,ind,0.006
Guangdong,Es...Growth rate of clean energy investments,ind,0.032
Guangdong,Es...Asset finance investments,ind,0.0
Guangdong,Es...Corporate finance investments,ind,0.0
Guangdong,Es...VC/PE investments,ind,0.0
Guangdong,"Es...Loans, grants, grant programs",ind,0.0
Guangdong,Es...Local investments,ind,0.0
Guangdong,Es...Number of Green MFI,ind,0.0
Guangdong,Es...Green micro-loans,ind,0.0
Guangdong,Es...Green micro-borrowers,ind,0.0
Guangdong,Es...Average cost of green micro debt,ind,0.0
Guangdong,Es...Average cost of debt,ind,0.09
Guangdong,Es...Swap rate,ind,0.108
Guangdong,Cadenas de valor,param,2.428
Guangdong,Es...Financial institutions in clean energy,ind,0.15
Guangdong,Es...Value chains by clean energy sector,ind,0.158
Guangdong,Es...Distributed clean energy value chains by sector,ind,0.0
Guangdong,Es...Clean energy service providers,ind,0.056
Guangdong,Es...Distributed clean energy service providers,ind,0.0
Guangdong,Gestión de GEI,param,2.204
Guangdong,Es...Carbon offsets historical activity,ind,0.075
Guangdong,Es...CDM risk,ind,0.075
Guangdong,Es...Carbon offsets future potential,ind,0.0
Guangdong,Es...GHG emissions reduction target,ind,0.0
Guangdong,Es...GHG country registry,ind,0.0
Guangdong,Es...GHG market-based instruments,ind,0.0
Guangdong,Es...PMR & NAMA,ind,0.028
Guangdong,Es...Voluntary GHG reporting by corporates,ind,0.002
Guangdong,Es...Investor pressure – PRI signatories,ind,0.001
Guangdong,Es...Corporate energy efficiency initiatives,ind,0.038
Guangdong,Es...Corporate emission reduction policies,ind,0.038
Guangdong,Es...Capacity building – env. business training,ind,0.038
Guangdong,Es...Capacity building – think tanks,ind,0.038
Guangdong,Es...State rank,rank,6.0
Sichuan,Puntaje,score,1.375
Sichuan,Marco Propicio,param,1.258
Sichuan,Es...Clean energy policies,ind,0.26
Sichuan,Es...Power sector structure,ind,0.072
Sichuan,Es...Distributed energy regulatory framework,ind,0.0
Sichuan,Es...Clean energy rural electrification,ind,0.04
Sichuan,Es...Energy access policies,ind,0.0
Sichuan,Es...Policy barriers,ind,0.004
Sichuan,Es...Clean energy installed capacity,ind,0.041
Sichuan,Es...Growth rate of installed capacity,ind,0.0
Sichuan,Es...Clean energy electricity generation,ind,0.027
Sichuan,Es...Growth rate of electricity generation,ind,0.014
Sichuan,Es...Biofuels production,ind,0.0
Sichuan,Es...Growth rate biofuels production,ind,0.0
Sichuan,Es...Average electricity spot prices,ind,0.028
Sichuan,Es...Average retail electricity prices,ind,0.015
Sichuan,Es...Average residential electricity prices,ind,0.0
Sichuan,Es...Average commercial electricity prices,ind,0.0
Sichuan,Es...Average industrial electricity prices,ind,0.0
Sichuan,Es...Average kerosene prices,ind,0.0
Sichuan,Es...Average diesel prices,ind,0.0
Sichuan,Es...Growth rate of power demand,ind,0.0
Sichuan,Es...Electrification rate,ind,0.002
Sichuan,Es...Population using solid fuels for cooking,ind,0.0
Sichuan,Financiamiento y Inversión,param,0.935
Sichuan,Es...Clean energy investments,ind,0.011
Sichuan,Es...Growth rate of clean energy investments,ind,0.071
Sichuan,Es...Asset finance investments,ind,0.0
Sichuan,Es...Corporate finance investments,ind,0.0
Sichuan,Es...VC/PE investments,ind,0.0
Sichuan,"Es...Loans, grants, grant programs",ind,0.0
Sichuan,Es...Local investments,ind,0.0
Sichuan,Es...Number of Green MFI,ind,0.0
Sichuan,Es...Green micro-loans,ind,0.0
Sichuan,Es...Green micro-borrowers,ind,0.0
Sichuan,Es...Average cost of green micro debt,ind,0.0
Sichuan,Es...Average cost of debt,ind,0.09
Sichuan,Es...Swap rate,ind,0.108
Sichuan,Cadenas de valor,param,1.819
Sichuan,Es...Financial institutions in clean energy,ind,0.038
Sichuan,Es...Value chains by clean energy sector,ind,0.207
Sichuan,Es...Distributed clean energy value chains by sector,ind,0.0
Sichuan,Es...Clean energy service providers,ind,0.028
Sichuan,Es...Distributed clean energy service providers,ind,0.0
Sichuan,Gestión de GEI,param,2.12
Sichuan,Es...Carbon offsets historical activity,ind,0.112
Sichuan,Es...CDM risk,ind,0.062
Sichuan,Es...Carbon offsets future potential,ind,0.0
Sichuan,Es...GHG emissions reduction target,ind,0.0
Sichuan,Es...GHG country registry,ind,0.0
Sichuan,Es...GHG market-based instruments,ind,0.0
Sichuan,Es...PMR & NAMA,ind,0.028
Sichuan,Es...Voluntary GHG reporting by corporates,ind,0.002
Sichuan,Es...Investor pressure – PRI signatories,ind,0.001
Sichuan,Es...Corporate energy efficiency initiatives,ind,0.038
Sichuan,Es...Corporate emission reduction policies,ind,0.038
Sichuan,Es...Capacity building – env. business training,ind,0.038
Sichuan,Es...Capacity building – think tanks,ind,0.0
Sichuan,Es...State rank,rank,10.0
Yunnan,Puntaje,score,1.41
Yunnan,Marco Propicio,param,1.337
Yunnan,Es...Clean energy policies,ind,0.26
Yunnan,Es...Power sector structure,ind,0.072
Yunnan,Es...Distributed energy regulatory framework,ind,0.0
Yunnan,Es...Clean energy rural electrification,ind,0.04
Yunnan,Es...Energy access policies,ind,0.0
Yunnan,Es...Policy barriers,ind,0.004
Yunnan,Es...Clean energy installed capacity,ind,0.065
Yunnan,Es...Growth rate of installed capacity,ind,0.0
Yunnan,Es...Clean energy electricity generation,ind,0.033
Yunnan,Es...Growth rate of electricity generation,ind,0.023
Yunnan,Es...Biofuels production,ind,0.0
Yunnan,Es...Growth rate biofuels production,ind,0.0
Yunnan,Es...Average electricity spot prices,ind,0.023
Yunnan,Es...Average retail electricity prices,ind,0.014
Yunnan,Es...Average residential electricity prices,ind,0.0
Yunnan,Es...Average commercial electricity prices,ind,0.0
Yunnan,Es...Average industrial electricity prices,ind,0.0
Yunnan,Es...Average kerosene prices,ind,0.0
Yunnan,Es...Average diesel prices,ind,0.0
Yunnan,Es...Growth rate of power demand,ind,0.0
Yunnan,Es...Electrification rate,ind,0.002
Yunnan,Es...Population using solid fuels for cooking,ind,0.0
Yunnan,Financiamiento y Inversión,param,1.042
Yunnan,Es...Clean energy investments,ind,0.054
Yunnan,Es...Growth rate of clean energy investments,ind,0.06
Yunnan,Es...Asset finance investments,ind,0.0
Yunnan,Es...Corporate finance investments,ind,0.0
Yunnan,Es...VC/PE investments,ind,0.0
Yunnan,"Es...Loans, grants, grant programs",ind,0.0
Yunnan,Es...Local investments,ind,0.0
Yunnan,Es...Number of Green MFI,ind,0.0
Yunnan,Es...Green micro-loans,ind,0.0
Yunnan,Es...Green micro-borrowers,ind,0.0
Yunnan,Es...Average cost of green micro debt,ind,0.0
Yunnan,Es...Average cost of debt,ind,0.09
Yunnan,Es...Swap rate,ind,0.108
Yunnan,Cadenas de valor,param,1.299
Yunnan,Es...Financial institutions in clean energy,ind,0.038
Yunnan,Es...Value chains by clean energy sector,ind,0.148
Yunnan,Es...Distributed clean energy value chains by sector,ind,0.0
Yunnan,Es...Clean energy service providers,ind,0.009
Yunnan,Es...Distributed clean energy service providers,ind,0.0
Yunnan,Gestión de GEI,param,2.454
Yunnan,Es...Carbon offsets historical activity,ind,0.15
Yunnan,Es...CDM risk,ind,0.075
Yunnan,Es...Carbon offsets future potential,ind,0.0
Yunnan,Es...GHG emissions reduction target,ind,0.0
Yunnan,Es...GHG country registry,ind,0.0
Yunnan,Es...GHG market-based instruments,ind,0.0
Yunnan,Es...PMR & NAMA,ind,0.028
Yunnan,Es...Voluntary GHG reporting by corporates,ind,0.002
Yunnan,Es...Investor pressure – PRI signatories,ind,0.001
Yunnan,Es...Corporate energy efficiency initiatives,ind,0.038
Yunnan,Es...Corporate emission reduction policies,ind,0.038
Yunnan,Es...Capacity building – env. business training,ind,0.0
Yunnan,Es...Capacity building – think tanks,ind,0.038
Yunnan,Es...State rank,rank,8.0
Xizang,Puntaje,score,1.065
Xizang,Marco Propicio,param,1.375
Xizang,Es...Clean energy policies,ind,0.26
Xizang,Es...Power sector structure,ind,0.072
Xizang,Es...Distributed energy regulatory framework,ind,0.0
Xizang,Es...Clean energy rural electrification,ind,0.04
Xizang,Es...Energy access policies,ind,0.0
Xizang,Es...Policy barriers,ind,0.004
Xizang,Es...Clean energy installed capacity,ind,0.074
Xizang,Es...Growth rate of installed capacity,ind,0.0
Xizang,Es...Clean energy electricity generation,ind,0.049
Xizang,Es...Growth rate of electricity generation,ind,0.015
Xizang,Es...Biofuels production,ind,0.0
Xizang,Es...Growth rate biofuels production,ind,0.0
Xizang,Es...Average electricity spot prices,ind,0.0
Xizang,Es...Average retail electricity prices,ind,0.035
Xizang,Es...Average residential electricity prices,ind,0.0
Xizang,Es...Average commercial electricity prices,ind,0.0
Xizang,Es...Average industrial electricity prices,ind,0.0
Xizang,Es...Average kerosene prices,ind,0.0
Xizang,Es...Average diesel prices,ind,0.0
Xizang,Es...Growth rate of power demand,ind,0.0
Xizang,Es...Electrification rate,ind,0.002
Xizang,Es...Population using solid fuels for cooking,ind,0.0
Xizang,Financiamiento y Inversión,param,1.015
Xizang,Es...Clean energy investments,ind,0.094
Xizang,Es...Growth rate of clean energy investments,ind,0.012
Xizang,Es...Asset finance investments,ind,0.0
Xizang,Es...Corporate finance investments,ind,0.0
Xizang,Es...VC/PE investments,ind,0.0
Xizang,"Es...Loans, grants, grant programs",ind,0.0
Xizang,Es...Local investments,ind,0.0
Xizang,Es...Number of Green MFI,ind,0.0
Xizang,Es...Green micro-loans,ind,0.0
Xizang,Es...Green micro-borrowers,ind,0.0
Xizang,Es...Average cost of green micro debt,ind,0.0
Xizang,Es...Average cost of debt,ind,0.09
Xizang,Es...Swap rate,ind,0.108
Xizang,Cadenas de valor,param,0.444
Xizang,Es...Financial institutions in clean energy,ind,0.038
Xizang,Es...Value chains by clean energy sector,ind,0.02
Xizang,Es...Distributed clean energy value chains by sector,ind,0.0
Xizang,Es...Clean energy service providers,ind,0.009
Xizang,Es...Distributed clean energy service providers,ind,0.0
Xizang,Gestión de GEI,param,0.954
Xizang,Es...Carbon offsets historical activity,ind,0.0
Xizang,Es...CDM risk,ind,0.0
Xizang,Es...Carbon offsets future potential,ind,0.0
Xizang,Es...GHG emissions reduction target,ind,0.0
Xizang,Es...GHG country registry,ind,0.0
Xizang,Es...GHG market-based instruments,ind,0.0
Xizang,Es...PMR & NAMA,ind,0.028
Xizang,Es...Voluntary GHG reporting by corporates,ind,0.002
Xizang,Es...Investor pressure – PRI signatories,ind,0.001
Xizang,Es...Corporate energy efficiency initiatives,ind,0.038
Xizang,Es...Corporate emission reduction policies,ind,0.038
Xizang,Es...Capacity building – env. business training,ind,0.0
Xizang,Es...Capacity building – think tanks,ind,0.038
Xizang,Es...State rank,rank,15.0
Gansu,Puntaje,score,1.637
Gansu,Marco Propicio,param,1.473
Gansu,Es...Clean energy policies,ind,0.26
Gansu,Es...Power sector structure,ind,0.072
Gansu,Es...Distributed energy regulatory framework,ind,0.0
Gansu,Es...Clean energy rural electrification,ind,0.04
Gansu,Es...Energy access policies,ind,0.0
Gansu,Es...Policy barriers,ind,0.004
Gansu,Es...Clean energy installed capacity,ind,0.079
Gansu,Es...Growth rate of installed capacity,ind,0.0
Gansu,Es...Clean energy electricity generation,ind,0.027
Gansu,Es...Growth rate of electricity generation,ind,0.035
Gansu,Es...Biofuels production,ind,0.0
Gansu,Es...Growth rate biofuels production,ind,0.0
Gansu,Es...Average electricity spot prices,ind,0.021
Gansu,Es...Average retail electricity prices,ind,0.013
Gansu,Es...Average residential electricity prices,ind,0.0
Gansu,Es...Average commercial electricity prices,ind,0.0
Gansu,Es...Average industrial electricity prices,ind,0.0
Gansu,Es...Average kerosene prices,ind,0.0
Gansu,Es...Average diesel prices,ind,0.0
Gansu,Es...Growth rate of power demand,ind,0.044
Gansu,Es...Electrification rate,ind,0.002
Gansu,Es...Population using solid fuels for cooking,ind,0.0
Gansu,Financiamiento y Inversión,param,2.044
Gansu,Es...Clean energy investments,ind,0.317
Gansu,Es...Growth rate of clean energy investments,ind,0.099
Gansu,Es...Asset finance investments,ind,0.0
Gansu,Es...Corporate finance investments,ind,0.0
Gansu,Es...VC/PE investments,ind,0.0
Gansu,"Es...Loans, grants, grant programs",ind,0.0
Gansu,Es...Local investments,ind,0.0
Gansu,Es...Number of Green MFI,ind,0.0
Gansu,Es...Green micro-loans,ind,0.0
Gansu,Es...Green micro-borrowers,ind,0.0
Gansu,Es...Average cost of green micro debt,ind,0.0
Gansu,Es...Average cost of debt,ind,0.09
Gansu,Es...Swap rate,ind,0.108
Gansu,Cadenas de valor,param,0.641
Gansu,Es...Financial institutions in clean energy,ind,0.038
Gansu,Es...Value chains by clean energy sector,ind,0.049
Gansu,Es...Distributed clean energy value chains by sector,ind,0.0
Gansu,Es...Clean energy service providers,ind,0.009
Gansu,Es...Distributed clean energy service providers,ind,0.0
Gansu,Gestión de GEI,param,2.204
Gansu,Es...Carbon offsets historical activity,ind,0.112
Gansu,Es...CDM risk,ind,0.075
Gansu,Es...Carbon offsets future potential,ind,0.0
Gansu,Es...GHG emissions reduction target,ind,0.0
Gansu,Es...GHG country registry,ind,0.0
Gansu,Es...GHG market-based instruments,ind,0.0
Gansu,Es...PMR & NAMA,ind,0.028
Gansu,Es...Voluntary GHG reporting by corporates,ind,0.002
Gansu,Es...Investor pressure – PRI signatories,ind,0.001
Gansu,Es...Corporate energy efficiency initiatives,ind,0.038
Gansu,Es...Corporate emission reduction policies,ind,0.038
Gansu,Es...Capacity building – env. business training,ind,0.038
Gansu,Es...Capacity building – think tanks,ind,0.0
Gansu,Es...State rank,rank,3.0
Qinghai,Puntaje,score,1.674
Qinghai,Marco Propicio,param,1.546
Qinghai,Es...Clean energy policies,ind,0.26
Qinghai,Es...Power sector structure,ind,0.072
Qinghai,Es...Distributed energy regulatory framework,ind,0.0
Qinghai,Es...Clean energy rural electrification,ind,0.04
Qinghai,Es...Energy access policies,ind,0.0
Qinghai,Es...Policy barriers,ind,0.004
Qinghai,Es...Clean energy installed capacity,ind,0.054
Qinghai,Es...Growth rate of installed capacity,ind,0.001
Qinghai,Es...Clean energy electricity generation,ind,0.019
Qinghai,Es...Growth rate of electricity generation,ind,0.067
Qinghai,Es...Biofuels production,ind,0.0
Qinghai,Es...Growth rate biofuels production,ind,0.0
Qinghai,Es...Average electricity spot prices,ind,0.022
Qinghai,Es...Average retail electricity prices,ind,0.011
Qinghai,Es...Average residential electricity prices,ind,0.0
Qinghai,Es...Average commercial electricity prices,ind,0.0
Qinghai,Es...Average industrial electricity prices,ind,0.0
Qinghai,Es...Average kerosene prices,ind,0.0
Qinghai,Es...Average diesel prices,ind,0.0
Qinghai,Es...Growth rate of power demand,ind,0.066
Qinghai,Es...Electrification rate,ind,0.002
Qinghai,Es...Population using solid fuels for cooking,ind,0.0
Qinghai,Financiamiento y Inversión,param,2.13
Qinghai,Es...Clean energy investments,ind,0.338
Qinghai,Es...Growth rate of clean energy investments,ind,0.103
Qinghai,Es...Asset finance investments,ind,0.0
Qinghai,Es...Corporate finance investments,ind,0.0
Qinghai,Es...VC/PE investments,ind,0.0
Qinghai,"Es...Loans, grants, grant programs",ind,0.0
Qinghai,Es...Local investments,ind,0.0
Qinghai,Es...Number of Green MFI,ind,0.0
Qinghai,Es...Green micro-loans,ind,0.0
Qinghai,Es...Green micro-borrowers,ind,0.0
Qinghai,Es...Average cost of green micro debt,ind,0.0
Qinghai,Es...Average cost of debt,ind,0.09
Qinghai,Es...Swap rate,ind,0.108
Qinghai,Cadenas de valor,param,0.905
Qinghai,Es...Financial institutions in clean energy,ind,0.038
Qinghai,Es...Value chains by clean energy sector,ind,0.089
Qinghai,Es...Distributed clean energy value chains by sector,ind,0.0
Qinghai,Es...Clean energy service providers,ind,0.009
Qinghai,Es...Distributed clean energy service providers,ind,0.0
Qinghai,Gestión de GEI,param,1.773
Qinghai,Es...Carbon offsets historical activity,ind,0.038
Qinghai,Es...CDM risk,ind,0.062
Qinghai,Es...Carbon offsets future potential,ind,0.0
Qinghai,Es...GHG emissions reduction target,ind,0.0
Qinghai,Es...GHG country registry,ind,0.0
Qinghai,Es...GHG market-based instruments,ind,0.0
Qinghai,Es...PMR & NAMA,ind,0.028
Qinghai,Es...Voluntary GHG reporting by corporates,ind,0.002
Qinghai,Es...Investor pressure – PRI signatories,ind,0.001
Qinghai,Es...Corporate energy efficiency initiatives,ind,0.038
Qinghai,Es...Corporate emission reduction policies,ind,0.038
Qinghai,Es...Capacity building – env. business training,ind,0.038
Qinghai,Es...Capacity building – think tanks,ind,0.038
Qinghai,Es...State rank,rank,2.0
Xinjiang,Puntaje,score,1.694
Xinjiang,Marco Propicio,param,1.601
Xinjiang,Es...Clean energy policies,ind,0.26
Xinjiang,Es...Power sector structure,ind,0.072
Xinjiang,Es...Distributed energy regulatory framework,ind,0.0
Xinjiang,Es...Clean energy rural electrification,ind,0.04
Xinjiang,Es...Energy access policies,ind,0.0
Xinjiang,Es...Policy barriers,ind,0.004
Xinjiang,Es...Clean energy installed capacity,ind,0.042
Xinjiang,Es...Growth rate of installed capacity,ind,0.0
Xinjiang,Es...Clean energy electricity generation,ind,0.014
Xinjiang,Es...Growth rate of electricity generation,ind,0.077
Xinjiang,Es...Biofuels production,ind,0.0
Xinjiang,Es...Growth rate biofuels production,ind,0.0
Xinjiang,Es...Average electricity spot prices,ind,0.016
Xinjiang,Es...Average retail electricity prices,ind,0.013
Xinjiang,Es...Average residential electricity prices,ind,0.0
Xinjiang,Es...Average commercial electricity prices,ind,0.0
Xinjiang,Es...Average industrial electricity prices,ind,0.0
Xinjiang,Es...Average kerosene prices,ind,0.0
Xinjiang,Es...Average diesel prices,ind,0.0
Xinjiang,Es...Growth rate of power demand,ind,0.1
Xinjiang,Es...Electrification rate,ind,0.002
Xinjiang,Es...Population using solid fuels for cooking,ind,0.0
Xinjiang,Financiamiento y Inversión,param,1.635
Xinjiang,Es...Clean energy investments,ind,0.14
Xinjiang,Es...Growth rate of clean energy investments,ind,0.153
Xinjiang,Es...Asset finance investments,ind,0.0
Xinjiang,Es...Corporate finance investments,ind,0.0
Xinjiang,Es...VC/PE investments,ind,0.0
Xinjiang,"Es...Loans, grants, grant programs",ind,0.0
Xinjiang,Es...Local investments,ind,0.0
Xinjiang,Es...Number of Green MFI,ind,0.0
Xinjiang,Es...Green micro-loans,ind,0.0
Xinjiang,Es...Green micro-borrowers,ind,0.0
