name:es_aa,name:es_var,type_var,2014
Indonesia,Es...Biofuels production,ind,0.009
Indonesia,Es...Growth rate biofuels production,ind,0.0
Indonesia,Es...Average electricity spot prices,ind,0.0
Indonesia,Es...Average retail electricity prices,ind,0.029
Indonesia,Es...Average residential electricity prices,ind,0.0
Indonesia,Es...Average commercial electricity prices,ind,0.0
Indonesia,Es...Average industrial electricity prices,ind,0.0
Indonesia,Es...Average kerosene prices,ind,0.0
Indonesia,Es...Average diesel prices,ind,0.0
Indonesia,Es...Growth rate of power demand,ind,0.03
Indonesia,Es...Electrification rate,ind,0.002
Indonesia,Es...Population using solid fuels for cooking,ind,0.0
Indonesia,Financiamiento y Inversión,param,0.442
Indonesia,Es...Clean energy investments,ind,0.007
Indonesia,Es...Growth rate of clean energy investments,ind,0.018
Indonesia,Es...Asset finance investments,ind,0.0
Indonesia,Es...Corporate finance investments,ind,0.0
Indonesia,Es...VC/PE investments,ind,0.0
Indonesia,"Es...Loans, grants, grant programs",ind,0.001
Indonesia,Es...Local investments,ind,0.0
Indonesia,Es...Number of Green MFI,ind,0.0
Indonesia,Es...Green micro-loans,ind,0.0
Indonesia,Es...Green micro-borrowers,ind,0.0
Indonesia,Es...Average cost of green micro debt,ind,0.014
Indonesia,Es...Average cost of debt,ind,0.046
Indonesia,Es...Swap rate,ind,0.047
Indonesia,Cadenas de valor,param,4.227
Indonesia,Es...Financial institutions in clean energy,ind,0.15
Indonesia,Es...Value chains by clean energy sector,ind,0.306
Indonesia,Es...Distributed clean energy value chains by sector,ind,0.0
Indonesia,Es...Clean energy service providers,ind,0.178
Indonesia,Es...Distributed clean energy service providers,ind,0.0
Indonesia,Gestión de GEI,param,2.407
Indonesia,Es...Carbon offsets historical activity,ind,0.112
Indonesia,Es...CDM risk,ind,0.038
Indonesia,Es...Carbon offsets future potential,ind,0.022
Indonesia,Es...GHG emissions reduction target,ind,0.019
Indonesia,Es...GHG country registry,ind,0.011
Indonesia,Es...GHG market-based instruments,ind,0.019
Indonesia,Es...PMR & NAMA,ind,0.047
Indonesia,Es...Voluntary GHG reporting by corporates,ind,0.002
Indonesia,Es...Investor pressure – PRI signatories,ind,0.005
Indonesia,Es...Corporate energy efficiency initiatives,ind,0.005
Indonesia,Es...Corporate emission reduction policies,ind,0.006
Indonesia,Es...Capacity building – env. business training,ind,0.038
Indonesia,Es...Capacity building – think tanks,ind,0.038
Indonesia,Es...Global rank,rank,8.0
Indonesia,Es...Regional rank,rank,3.0
India,Puntaje,score,1.851
India,Marco Propicio,param,1.434
India,Es...Clean energy policies,ind,0.249
India,Es...Power sector structure,ind,0.151
India,Es...Distributed energy regulatory framework,ind,0.0
India,Es...Clean energy rural electrification,ind,0.04
India,Es...Energy access policies,ind,0.0
India,Es...Policy barriers,ind,0.004
India,Es...Clean energy installed capacity,ind,0.037
India,Es...Growth rate of installed capacity,ind,0.0
India,Es...Clean energy electricity generation,ind,0.009
India,Es...Growth rate of electricity generation,ind,0.038
India,Es...Biofuels production,ind,0.001
India,Es...Growth rate biofuels production,ind,0.003
India,Es...Average electricity spot prices,ind,0.026
India,Es...Average retail electricity prices,ind,0.018
India,Es...Average residential electricity prices,ind,0.0
India,Es...Average commercial electricity prices,ind,0.0
India,Es...Average industrial electricity prices,ind,0.0
India,Es...Average kerosene prices,ind,0.0
India,Es...Average diesel prices,ind,0.0
India,Es...Growth rate of power demand,ind,0.0
India,Es...Electrification rate,ind,0.002
India,Es...Population using solid fuels for cooking,ind,0.0
India,Financiamiento y Inversión,param,0.845
India,Es...Clean energy investments,ind,0.035
India,Es...Growth rate of clean energy investments,ind,0.026
India,Es...Asset finance investments,ind,0.0
India,Es...Corporate finance investments,ind,0.0
India,Es...VC/PE investments,ind,0.0
India,"Es...Loans, grants, grant programs",ind,0.002
India,Es...Local investments,ind,0.041
India,Es...Number of Green MFI,ind,0.045
India,Es...Green micro-loans,ind,0.003
India,Es...Green micro-borrowers,ind,0.001
India,Es...Average cost of green micro debt,ind,0.007
India,Es...Average cost of debt,ind,0.053
India,Es...Swap rate,ind,0.04
India,Cadenas de valor,param,4.099
India,Es...Financial institutions in clean energy,ind,0.15
India,Es...Value chains by clean energy sector,ind,0.296
India,Es...Distributed clean energy value chains by sector,ind,0.0
India,Es...Clean energy service providers,ind,0.169
India,Es...Distributed clean energy service providers,ind,0.0
India,Gestión de GEI,param,2.682
India,Es...Carbon offsets historical activity,ind,0.15
India,Es...CDM risk,ind,0.012
India,Es...Carbon offsets future potential,ind,0.012
India,Es...GHG emissions reduction target,ind,0.056
India,Es...GHG country registry,ind,0.056
India,Es...GHG market-based instruments,ind,0.0
India,Es...PMR & NAMA,ind,0.019
India,Es...Voluntary GHG reporting by corporates,ind,0.001
India,Es...Investor pressure – PRI signatories,ind,0.0
India,Es...Corporate energy efficiency initiatives,ind,0.015
India,Es...Corporate emission reduction policies,ind,0.004
India,Es...Capacity building – env. business training,ind,0.038
India,Es...Capacity building – think tanks,ind,0.038
India,Es...Global rank,rank,3.0
India,Es...Regional rank,rank,2.0
Andhra Pradesh,Puntaje,score,1.176
Andhra Pradesh,Marco Propicio,param,1.223
Andhra Pradesh,Es...Clean energy policies,ind,0.249
Andhra Pradesh,Es...Power sector structure,ind,0.109
Andhra Pradesh,Es...Distributed energy regulatory framework,ind,0.0
Andhra Pradesh,Es...Clean energy rural electrification,ind,0.04
Andhra Pradesh,Es...Energy access policies,ind,0.0
Andhra Pradesh,Es...Policy barriers,ind,0.004
Andhra Pradesh,Es...Clean energy installed capacity,ind,0.021
Andhra Pradesh,Es...Growth rate of installed capacity,ind,0.0
Andhra Pradesh,Es...Clean energy electricity generation,ind,0.006
Andhra Pradesh,Es...Growth rate of electricity generation,ind,0.01
Andhra Pradesh,Es...Biofuels production,ind,0.0
Andhra Pradesh,Es...Growth rate biofuels production,ind,0.0
Andhra Pradesh,Es...Average electricity spot prices,ind,0.026
Andhra Pradesh,Es...Average retail electricity prices,ind,0.022
Andhra Pradesh,Es...Average residential electricity prices,ind,0.0
Andhra Pradesh,Es...Average commercial electricity prices,ind,0.0
Andhra Pradesh,Es...Average industrial electricity prices,ind,0.0
Andhra Pradesh,Es...Average kerosene prices,ind,0.0
Andhra Pradesh,Es...Average diesel prices,ind,0.0
Andhra Pradesh,Es...Growth rate of power demand,ind,0.0
Andhra Pradesh,Es...Electrification rate,ind,0.002
Andhra Pradesh,Es...Population using solid fuels for cooking,ind,0.0
Andhra Pradesh,Financiamiento y Inversión,param,0.696
Andhra Pradesh,Es...Clean energy investments,ind,0.043
Andhra Pradesh,Es...Growth rate of clean energy investments,ind,0.073
Andhra Pradesh,Es...Asset finance investments,ind,0.0
Andhra Pradesh,Es...Corporate finance investments,ind,0.0
Andhra Pradesh,Es...VC/PE investments,ind,0.0
Andhra Pradesh,"Es...Loans, grants, grant programs",ind,0.0
Andhra Pradesh,Es...Local investments,ind,0.0
Andhra Pradesh,Es...Number of Green MFI,ind,0.0
Andhra Pradesh,Es...Green micro-loans,ind,0.0
Andhra Pradesh,Es...Green micro-borrowers,ind,0.0
Andhra Pradesh,Es...Average cost of green micro debt,ind,0.0
Andhra Pradesh,Es...Average cost of debt,ind,0.053
Andhra Pradesh,Es...Swap rate,ind,0.04
Andhra Pradesh,Cadenas de valor,param,2.007
Andhra Pradesh,Es...Financial institutions in clean energy,ind,0.038
Andhra Pradesh,Es...Value chains by clean energy sector,ind,0.207
Andhra Pradesh,Es...Distributed clean energy value chains by sector,ind,0.0
Andhra Pradesh,Es...Clean energy service providers,ind,0.056
Andhra Pradesh,Es...Distributed clean energy service providers,ind,0.0
Andhra Pradesh,Gestión de GEI,param,1.182
Andhra Pradesh,Es...Carbon offsets historical activity,ind,0.075
Andhra Pradesh,Es...CDM risk,ind,0.025
Andhra Pradesh,Es...Carbon offsets future potential,ind,0.0
Andhra Pradesh,Es...GHG emissions reduction target,ind,0.0
Andhra Pradesh,Es...GHG country registry,ind,0.0
Andhra Pradesh,Es...GHG market-based instruments,ind,0.0
Andhra Pradesh,Es...PMR & NAMA,ind,0.019
Andhra Pradesh,Es...Voluntary GHG reporting by corporates,ind,0.001
Andhra Pradesh,Es...Investor pressure – PRI signatories,ind,0.0
Andhra Pradesh,Es...Corporate energy efficiency initiatives,ind,0.015
Andhra Pradesh,Es...Corporate emission reduction policies,ind,0.004
Andhra Pradesh,Es...Capacity building – env. business training,ind,0.038
Andhra Pradesh,Es...Capacity building – think tanks,ind,0.0
Andhra Pradesh,Es...State rank,rank,6.0
Gujarat,Puntaje,score,1.292
Gujarat,Marco Propicio,param,1.391
Gujarat,Es...Clean energy policies,ind,0.249
Gujarat,Es...Power sector structure,ind,0.188
Gujarat,Es...Distributed energy regulatory framework,ind,0.0
Gujarat,Es...Clean energy rural electrification,ind,0.0
Gujarat,Es...Energy access policies,ind,0.0
Gujarat,Es...Policy barriers,ind,0.004
Gujarat,Es...Clean energy installed capacity,ind,0.039
Gujarat,Es...Growth rate of installed capacity,ind,0.0
Gujarat,Es...Clean energy electricity generation,ind,0.012
Gujarat,Es...Growth rate of electricity generation,ind,0.015
Gujarat,Es...Biofuels production,ind,0.0
Gujarat,Es...Growth rate biofuels production,ind,0.0
Gujarat,Es...Average electricity spot prices,ind,0.026
Gujarat,Es...Average retail electricity prices,ind,0.014
Gujarat,Es...Average residential electricity prices,ind,0.0
Gujarat,Es...Average commercial electricity prices,ind,0.0
Gujarat,Es...Average industrial electricity prices,ind,0.0
Gujarat,Es...Average kerosene prices,ind,0.0
Gujarat,Es...Average diesel prices,ind,0.0
Gujarat,Es...Growth rate of power demand,ind,0.007
Gujarat,Es...Electrification rate,ind,0.002
Gujarat,Es...Population using solid fuels for cooking,ind,0.0
Gujarat,Financiamiento y Inversión,param,0.749
Gujarat,Es...Clean energy investments,ind,0.129
Gujarat,Es...Growth rate of clean energy investments,ind,0.003
Gujarat,Es...Asset finance investments,ind,0.0
Gujarat,Es...Corporate finance investments,ind,0.0
Gujarat,Es...VC/PE investments,ind,0.0
Gujarat,"Es...Loans, grants, grant programs",ind,0.0
Gujarat,Es...Local investments,ind,0.0
Gujarat,Es...Number of Green MFI,ind,0.0
Gujarat,Es...Green micro-loans,ind,0.0
Gujarat,Es...Green micro-borrowers,ind,0.0
Gujarat,Es...Average cost of green micro debt,ind,0.0
Gujarat,Es...Average cost of debt,ind,0.053
Gujarat,Es...Swap rate,ind,0.04
Gujarat,Cadenas de valor,param,2.141
Gujarat,Es...Financial institutions in clean energy,ind,0.038
Gujarat,Es...Value chains by clean energy sector,ind,0.237
Gujarat,Es...Distributed clean energy value chains by sector,ind,0.0
Gujarat,Es...Clean energy service providers,ind,0.047
Gujarat,Es...Distributed clean energy service providers,ind,0.0
Gujarat,Gestión de GEI,param,1.265
Gujarat,Es...Carbon offsets historical activity,ind,0.075
Gujarat,Es...CDM risk,ind,0.038
Gujarat,Es...Carbon offsets future potential,ind,0.0
Gujarat,Es...GHG emissions reduction target,ind,0.0
Gujarat,Es...GHG country registry,ind,0.0
Gujarat,Es...GHG market-based instruments,ind,0.0
Gujarat,Es...PMR & NAMA,ind,0.019
Gujarat,Es...Voluntary GHG reporting by corporates,ind,0.001
Gujarat,Es...Investor pressure – PRI signatories,ind,0.0
Gujarat,Es...Corporate energy efficiency initiatives,ind,0.015
Gujarat,Es...Corporate emission reduction policies,ind,0.004
Gujarat,Es...Capacity building – env. business training,ind,0.038
Gujarat,Es...Capacity building – think tanks,ind,0.0
Gujarat,Es...State rank,rank,3.0
Karnataka,Puntaje,score,1.575
Karnataka,Marco Propicio,param,1.895
Karnataka,Es...Clean energy policies,ind,0.249
Karnataka,Es...Power sector structure,ind,0.141
Karnataka,Es...Distributed energy regulatory framework,ind,0.0
Karnataka,Es...Clean energy rural electrification,ind,0.04
Karnataka,Es...Energy access policies,ind,0.0
Karnataka,Es...Policy barriers,ind,0.004
Karnataka,Es...Clean energy installed capacity,ind,0.086
Karnataka,Es...Growth rate of installed capacity,ind,0.0
Karnataka,Es...Clean energy electricity generation,ind,0.03
Karnataka,Es...Growth rate of electricity generation,ind,0.16
Karnataka,Es...Biofuels production,ind,0.0
Karnataka,Es...Growth rate biofuels production,ind,0.0
Karnataka,Es...Average electricity spot prices,ind,0.026
Karnataka,Es...Average retail electricity prices,ind,0.02
Karnataka,Es...Average residential electricity prices,ind,0.0
Karnataka,Es...Average commercial electricity prices,ind,0.0
Karnataka,Es...Average industrial electricity prices,ind,0.0
Karnataka,Es...Average kerosene prices,ind,0.0
Karnataka,Es...Average diesel prices,ind,0.0
Karnataka,Es...Growth rate of power demand,ind,0.0
Karnataka,Es...Electrification rate,ind,0.002
Karnataka,Es...Population using solid fuels for cooking,ind,0.0
Karnataka,Financiamiento y Inversión,param,0.954
Karnataka,Es...Clean energy investments,ind,0.172
Karnataka,Es...Growth rate of clean energy investments,ind,0.021
Karnataka,Es...Asset finance investments,ind,0.0
Karnataka,Es...Corporate finance investments,ind,0.0
Karnataka,Es...VC/PE investments,ind,0.0
Karnataka,"Es...Loans, grants, grant programs",ind,0.0
Karnataka,Es...Local investments,ind,0.0
Karnataka,Es...Number of Green MFI,ind,0.0
Karnataka,Es...Green micro-loans,ind,0.0
Karnataka,Es...Green micro-borrowers,ind,0.0
Karnataka,Es...Average cost of green micro debt,ind,0.0
Karnataka,Es...Average cost of debt,ind,0.053
Karnataka,Es...Swap rate,ind,0.04
Karnataka,Cadenas de valor,param,1.941
Karnataka,Es...Financial institutions in clean energy,ind,0.038
Karnataka,Es...Value chains by clean energy sector,ind,0.197
Karnataka,Es...Distributed clean energy value chains by sector,ind,0.0
Karnataka,Es...Clean energy service providers,ind,0.056
Karnataka,Es...Distributed clean energy service providers,ind,0.0
Karnataka,Gestión de GEI,param,1.599
Karnataka,Es...Carbon offsets historical activity,ind,0.112
Karnataka,Es...CDM risk,ind,0.012
Karnataka,Es...Carbon offsets future potential,ind,0.0
Karnataka,Es...GHG emissions reduction target,ind,0.0
Karnataka,Es...GHG country registry,ind,0.0
Karnataka,Es...GHG market-based instruments,ind,0.0
Karnataka,Es...PMR & NAMA,ind,0.019
Karnataka,Es...Voluntary GHG reporting by corporates,ind,0.001
Karnataka,Es...Investor pressure – PRI signatories,ind,0.0
Karnataka,Es...Corporate energy efficiency initiatives,ind,0.015
Karnataka,Es...Corporate emission reduction policies,ind,0.004
Karnataka,Es...Capacity building – env. business training,ind,0.038
Karnataka,Es...Capacity building – think tanks,ind,0.038
Karnataka,Es...State rank,rank,1.0
Maharashtra,Puntaje,score,1.286
Maharashtra,Marco Propicio,param,1.493
Maharashtra,Es...Clean energy policies,ind,0.249
Maharashtra,Es...Power sector structure,ind,0.172
Maharashtra,Es...Distributed energy regulatory framework,ind,0.0
Maharashtra,Es...Clean energy rural electrification,ind,0.04
Maharashtra,Es...Energy access policies,ind,0.0
Maharashtra,Es...Policy barriers,ind,0.004
Maharashtra,Es...Clean energy installed capacity,ind,0.047
Maharashtra,Es...Growth rate of installed capacity,ind,0.0
Maharashtra,Es...Clean energy electricity generation,ind,0.012
Maharashtra,Es...Growth rate of electricity generation,ind,0.031
Maharashtra,Es...Biofuels production,ind,0.0
Maharashtra,Es...Growth rate biofuels production,ind,0.0
Maharashtra,Es...Average electricity spot prices,ind,0.026
Maharashtra,Es...Average retail electricity prices,ind,0.018
Maharashtra,Es...Average residential electricity prices,ind,0.0
Maharashtra,Es...Average commercial electricity prices,ind,0.0
Maharashtra,Es...Average industrial electricity prices,ind,0.0
Maharashtra,Es...Average kerosene prices,ind,0.0
Maharashtra,Es...Average diesel prices,ind,0.0
Maharashtra,Es...Growth rate of power demand,ind,0.0
Maharashtra,Es...Electrification rate,ind,0.002
Maharashtra,Es...Population using solid fuels for cooking,ind,0.0
Maharashtra,Financiamiento y Inversión,param,0.656
Maharashtra,Es...Clean energy investments,ind,0.065
Maharashtra,Es...Growth rate of clean energy investments,ind,0.039
Maharashtra,Es...Asset finance investments,ind,0.0
Maharashtra,Es...Corporate finance investments,ind,0.0
Maharashtra,Es...VC/PE investments,ind,0.0
Maharashtra,"Es...Loans, grants, grant programs",ind,0.0
Maharashtra,Es...Local investments,ind,0.0
Maharashtra,Es...Number of Green MFI,ind,0.0
Maharashtra,Es...Green micro-loans,ind,0.0
Maharashtra,Es...Green micro-borrowers,ind,0.0
Maharashtra,Es...Average cost of green micro debt,ind,0.0
Maharashtra,Es...Average cost of debt,ind,0.053
Maharashtra,Es...Swap rate,ind,0.04
Maharashtra,Cadenas de valor,param,2.069
Maharashtra,Es...Financial institutions in clean energy,ind,0.038
Maharashtra,Es...Value chains by clean energy sector,ind,0.207
Maharashtra,Es...Distributed clean energy value chains by sector,ind,0.0
Maharashtra,Es...Clean energy service providers,ind,0.066
Maharashtra,Es...Distributed clean energy service providers,ind,0.0
Maharashtra,Gestión de GEI,param,1.182
Maharashtra,Es...Carbon offsets historical activity,ind,0.038
Maharashtra,Es...CDM risk,ind,0.025
Maharashtra,Es...Carbon offsets future potential,ind,0.0
Maharashtra,Es...GHG emissions reduction target,ind,0.0
Maharashtra,Es...GHG country registry,ind,0.0
Maharashtra,Es...GHG market-based instruments,ind,0.0
Maharashtra,Es...PMR & NAMA,ind,0.019
Maharashtra,Es...Voluntary GHG reporting by corporates,ind,0.001
Maharashtra,Es...Investor pressure – PRI signatories,ind,0.0
Maharashtra,Es...Corporate energy efficiency initiatives,ind,0.015
Maharashtra,Es...Corporate emission reduction policies,ind,0.004
Maharashtra,Es...Capacity building – env. business training,ind,0.038
Maharashtra,Es...Capacity building – think tanks,ind,0.038
Maharashtra,Es...State rank,rank,4.0
Madhya Pradesh,Puntaje,score,0.984
Madhya Pradesh,Marco Propicio,param,1.291
Madhya Pradesh,Es...Clean energy policies,ind,0.249
Madhya Pradesh,Es...Power sector structure,ind,0.101
Madhya Pradesh,Es...Distributed energy regulatory framework,ind,0.0
Madhya Pradesh,Es...Clean energy rural electrification,ind,0.04
Madhya Pradesh,Es...Energy access policies,ind,0.0
Madhya Pradesh,Es...Policy barriers,ind,0.004
Madhya Pradesh,Es...Clean energy installed capacity,ind,0.014
Madhya Pradesh,Es...Growth rate of installed capacity,ind,0.001
Madhya Pradesh,Es...Clean energy electricity generation,ind,0.002
Madhya Pradesh,Es...Growth rate of electricity generation,ind,0.019
Madhya Pradesh,Es...Biofuels production,ind,0.0
Madhya Pradesh,Es...Growth rate biofuels production,ind,0.0
Madhya Pradesh,Es...Average electricity spot prices,ind,0.026
Madhya Pradesh,Es...Average retail electricity prices,ind,0.019
Madhya Pradesh,Es...Average residential electricity prices,ind,0.0
Madhya Pradesh,Es...Average commercial electricity prices,ind,0.0
Madhya Pradesh,Es...Average industrial electricity prices,ind,0.0
Madhya Pradesh,Es...Average kerosene prices,ind,0.0
Madhya Pradesh,Es...Average diesel prices,ind,0.0
Madhya Pradesh,Es...Growth rate of power demand,ind,0.039
Madhya Pradesh,Es...Electrification rate,ind,0.002
Madhya Pradesh,Es...Population using solid fuels for cooking,ind,0.0
Madhya Pradesh,Financiamiento y Inversión,param,0.816
Madhya Pradesh,Es...Clean energy investments,ind,0.034
Madhya Pradesh,Es...Growth rate of clean energy investments,ind,0.118
Madhya Pradesh,Es...Asset finance investments,ind,0.0
Madhya Pradesh,Es...Corporate finance investments,ind,0.0
Madhya Pradesh,Es...VC/PE investments,ind,0.0
Madhya Pradesh,"Es...Loans, grants, grant programs",ind,0.0
Madhya Pradesh,Es...Local investments,ind,0.0
Madhya Pradesh,Es...Number of Green MFI,ind,0.0
Madhya Pradesh,Es...Green micro-loans,ind,0.0
Madhya Pradesh,Es...Green micro-borrowers,ind,0.0
Madhya Pradesh,Es...Average cost of green micro debt,ind,0.0
Madhya Pradesh,Es...Average cost of debt,ind,0.053
Madhya Pradesh,Es...Swap rate,ind,0.04
Madhya Pradesh,Cadenas de valor,param,0.72
Madhya Pradesh,Es...Financial institutions in clean energy,ind,0.0
Madhya Pradesh,Es...Value chains by clean energy sector,ind,0.099
Madhya Pradesh,Es...Distributed clean energy value chains by sector,ind,0.0
Madhya Pradesh,Es...Clean energy service providers,ind,0.009
Madhya Pradesh,Es...Distributed clean energy service providers,ind,0.0
Madhya Pradesh,Gestión de GEI,param,0.765
Madhya Pradesh,Es...Carbon offsets historical activity,ind,0.0
Madhya Pradesh,Es...CDM risk,ind,0.038
Madhya Pradesh,Es...Carbon offsets future potential,ind,0.0
Madhya Pradesh,Es...GHG emissions reduction target,ind,0.0
Madhya Pradesh,Es...GHG country registry,ind,0.0
Madhya Pradesh,Es...GHG market-based instruments,ind,0.0
Madhya Pradesh,Es...PMR & NAMA,ind,0.019
Madhya Pradesh,Es...Voluntary GHG reporting by corporates,ind,0.001
Madhya Pradesh,Es...Investor pressure – PRI signatories,ind,0.0
Madhya Pradesh,Es...Corporate energy efficiency initiatives,ind,0.015
Madhya Pradesh,Es...Corporate emission reduction policies,ind,0.004
Madhya Pradesh,Es...Capacity building – env. business training,ind,0.038
Madhya Pradesh,Es...Capacity building – think tanks,ind,0.0
Madhya Pradesh,Es...State rank,rank,9.0
Punjab,Puntaje,score,1.037
Punjab,Marco Propicio,param,1.237
Punjab,Es...Clean energy policies,ind,0.249
Punjab,Es...Power sector structure,ind,0.115
Punjab,Es...Distributed energy regulatory framework,ind,0.0
Punjab,Es...Clean energy rural electrification,ind,0.04
Punjab,Es...Energy access policies,ind,0.0
Punjab,Es...Policy barriers,ind,0.004
Punjab,Es...Clean energy installed capacity,ind,0.035
Punjab,Es...Growth rate of installed capacity,ind,0.0
Punjab,Es...Clean energy electricity generation,ind,0.003
Punjab,Es...Growth rate of electricity generation,ind,0.0
Punjab,Es...Biofuels production,ind,0.0
Punjab,Es...Growth rate biofuels production,ind,0.0
Punjab,Es...Average electricity spot prices,ind,0.026
Punjab,Es...Average retail electricity prices,ind,0.02
Punjab,Es...Average residential electricity prices,ind,0.0
Punjab,Es...Average commercial electricity prices,ind,0.0
Punjab,Es...Average industrial electricity prices,ind,0.0
Punjab,Es...Average kerosene prices,ind,0.0
Punjab,Es...Average diesel prices,ind,0.0
Punjab,Es...Growth rate of power demand,ind,0.0
Punjab,Es...Electrification rate,ind,0.002
Punjab,Es...Population using solid fuels for cooking,ind,0.0
Punjab,Financiamiento y Inversión,param,0.616
Punjab,Es...Clean energy investments,ind,0.092
Punjab,Es...Growth rate of clean energy investments,ind,0.0
Punjab,Es...Asset finance investments,ind,0.0
Punjab,Es...Corporate finance investments,ind,0.0
Punjab,Es...VC/PE investments,ind,0.0
Punjab,"Es...Loans, grants, grant programs",ind,0.0
Punjab,Es...Local investments,ind,0.0
Punjab,Es...Number of Green MFI,ind,0.0
Punjab,Es...Green micro-loans,ind,0.0
Punjab,Es...Green micro-borrowers,ind,0.0
Punjab,Es...Average cost of green micro debt,ind,0.0
Punjab,Es...Average cost of debt,ind,0.053
Punjab,Es...Swap rate,ind,0.04
Punjab,Cadenas de valor,param,1.036
Punjab,Es...Financial institutions in clean energy,ind,0.038
Punjab,Es...Value chains by clean energy sector,ind,0.109
Punjab,Es...Distributed clean energy value chains by sector,ind,0.0
Punjab,Es...Clean energy service providers,ind,0.009
Punjab,Es...Distributed clean energy service providers,ind,0.0
Punjab,Gestión de GEI,param,1.349
Punjab,Es...Carbon offsets historical activity,ind,0.075
Punjab,Es...CDM risk,ind,0.05
Punjab,Es...Carbon offsets future potential,ind,0.0
Punjab,Es...GHG emissions reduction target,ind,0.0
Punjab,Es...GHG country registry,ind,0.0
Punjab,Es...GHG market-based instruments,ind,0.0
Punjab,Es...PMR & NAMA,ind,0.019
Punjab,Es...Voluntary GHG reporting by corporates,ind,0.001
Punjab,Es...Investor pressure – PRI signatories,ind,0.0
Punjab,Es...Corporate energy efficiency initiatives,ind,0.015
Punjab,Es...Corporate emission reduction policies,ind,0.004
Punjab,Es...Capacity building – env. business training,ind,0.038
Punjab,Es...Capacity building – think tanks,ind,0.0
Punjab,Es...State rank,rank,8.0
Rajasthan,Puntaje,score,1.263
Rajasthan,Marco Propicio,param,1.347
Rajasthan,Es...Clean energy policies,ind,0.249
Rajasthan,Es...Power sector structure,ind,0.097
Rajasthan,Es...Distributed energy regulatory framework,ind,0.0
Rajasthan,Es...Clean energy rural electrification,ind,0.04
Rajasthan,Es...Energy access policies,ind,0.0
Rajasthan,Es...Policy barriers,ind,0.004
Rajasthan,Es...Clean energy installed capacity,ind,0.079
Rajasthan,Es...Growth rate of installed capacity,ind,0.0
Rajasthan,Es...Clean energy electricity generation,ind,0.012
Rajasthan,Es...Growth rate of electricity generation,ind,0.013
Rajasthan,Es...Biofuels production,ind,0.0
Rajasthan,Es...Growth rate biofuels production,ind,0.0
Rajasthan,Es...Average electricity spot prices,ind,0.026
Rajasthan,Es...Average retail electricity prices,ind,0.019
Rajasthan,Es...Average residential electricity prices,ind,0.0
Rajasthan,Es...Average commercial electricity prices,ind,0.0
Rajasthan,Es...Average industrial electricity prices,ind,0.0
Rajasthan,Es...Average kerosene prices,ind,0.0
Rajasthan,Es...Average diesel prices,ind,0.0
Rajasthan,Es...Growth rate of power demand,ind,0.0
Rajasthan,Es...Electrification rate,ind,0.002
Rajasthan,Es...Population using solid fuels for cooking,ind,0.0
Rajasthan,Financiamiento y Inversión,param,1.173
Rajasthan,Es...Clean energy investments,ind,0.236
Rajasthan,Es...Growth rate of clean energy investments,ind,0.023
Rajasthan,Es...Asset finance investments,ind,0.0
Rajasthan,Es...Corporate finance investments,ind,0.0
Rajasthan,Es...VC/PE investments,ind,0.0
Rajasthan,"Es...Loans, grants, grant programs",ind,0.0
Rajasthan,Es...Local investments,ind,0.0
Rajasthan,Es...Number of Green MFI,ind,0.0
Rajasthan,Es...Green micro-loans,ind,0.0
Rajasthan,Es...Green micro-borrowers,ind,0.0
Rajasthan,Es...Average cost of green micro debt,ind,0.0
Rajasthan,Es...Average cost of debt,ind,0.053
Rajasthan,Es...Swap rate,ind,0.04
Rajasthan,Cadenas de valor,param,1.033
Rajasthan,Es...Financial institutions in clean energy,ind,0.038
Rajasthan,Es...Value chains by clean energy sector,ind,0.099
Rajasthan,Es...Distributed clean energy value chains by sector,ind,0.0
Rajasthan,Es...Clean energy service providers,ind,0.019
Rajasthan,Es...Distributed clean energy service providers,ind,0.0
Rajasthan,Gestión de GEI,param,1.432
Rajasthan,Es...Carbon offsets historical activity,ind,0.075
Rajasthan,Es...CDM risk,ind,0.062
Rajasthan,Es...Carbon offsets future potential,ind,0.0
Rajasthan,Es...GHG emissions reduction target,ind,0.0
Rajasthan,Es...GHG country registry,ind,0.0
Rajasthan,Es...GHG market-based instruments,ind,0.0
Rajasthan,Es...PMR & NAMA,ind,0.019
Rajasthan,Es...Voluntary GHG reporting by corporates,ind,0.001
Rajasthan,Es...Investor pressure – PRI signatories,ind,0.0
Rajasthan,Es...Corporate energy efficiency initiatives,ind,0.015
Rajasthan,Es...Corporate emission reduction policies,ind,0.004
Rajasthan,Es...Capacity building – env. business training,ind,0.038
Rajasthan,Es...Capacity building – think tanks,ind,0.0
Rajasthan,Es...State rank,rank,5.0
Tamil Nadu,Puntaje,score,1.432
Tamil Nadu,Marco Propicio,param,1.47
Tamil Nadu,Es...Clean energy policies,ind,0.249
Tamil Nadu,Es...Power sector structure,ind,0.092
Tamil Nadu,Es...Distributed energy regulatory framework,ind,0.0
Tamil Nadu,Es...Clean energy rural electrification,ind,0.04
Tamil Nadu,Es...Energy access policies,ind,0.0
Tamil Nadu,Es...Policy barriers,ind,0.004
Tamil Nadu,Es...Clean energy installed capacity,ind,0.107
Tamil Nadu,Es...Growth rate of installed capacity,ind,0.0
Tamil Nadu,Es...Clean energy electricity generation,ind,0.03
Tamil Nadu,Es...Growth rate of electricity generation,ind,0.0
Tamil Nadu,Es...Biofuels production,ind,0.0
