name:en_aa,2014
Argentina,2.82566
Barbados,0.88487
Bangladesh,2.57086
Bolivia,0.82566
Brazil,4.40789
Bahamas,0.57566
Botswana,1.09906
Belize,0.63158
DR Congo,1.31729
Côte d'Ivoire,1.24173
Chile,3.18421
Cameroon,0.91466
China,5.0
Hebei,1.67763
Nei Mongol,1.35855
Jilin,1.03618
Heilongjiang,1.34868
Jiangsu,2.05592
Fujian,1.94079
Shandong,2.25987
Hubei,1.41447
Guangdong,2.42763
Sichuan,1.81908
Yunnan,1.29934
Xizang,0.44408
Gansu,0.64145
Qinghai,0.90461
Xinjiang,1.29934
Colombia,1.98684
Costa Rica,1.78947
Dominican Republic,0.89474
Ecuador,0.72039
Ethiopia,2.62932
Ghana,2.44398
Guatemala,1.21711
Guyana,0.06579
Honduras,1.41776
Haiti,1.57632
Indonesia,3.64474
India,4.09868
Andhra Pradesh,2.00658
Gujarat,2.14145
Karnataka,1.94079
Maharashtra,2.06908
Madhya Pradesh,0.72039
Punjab,1.03618
Rajasthan,1.03289
Tamil Nadu,2.40132
Uttar Pradesh,1.36842
West Bengal,1.94079
Jamaica,1.02632
Kenya,3.6656
Sri Lanka,2.17368
Liberia,1.02989
Myanmar,2.22086
Malawi,1.61823
Mexico,2.81579
Mozambique,1.56147
Nigeria,3.29511
Nicaragua,1.15789
Nepal,2.65301
Panama,1.01974
Peru,2.04605
Pakistan,4.13083
Paraguay,0.19737
Rwanda,1.85508
Sierra Leone,0.91278
Senegal,2.15827
Suriname,0.19737
El Salvador,0.83553
Tajikistan,0.76316
Trinidad and Tobago,0.63158
Tanzania,3.00639
Uganda,3.92556
Uruguay,1.16118
Venezuela,0.88816
Vietnam,2.99013
South africa,4.34211
Zambia,2.3953
Zimbabwe,1.26541
