name:en_aa,2014
Argentina,1.17124
Barbados,0.76127
Bangladesh,1.23048
Bolivia,0.64896
Brazil,2.13581
Bahamas,0.4656
Botswana,0.77001
Belize,1.30835
DR Congo,0.79927
Côte d'Ivoire,1.06112
Chile,1.38391
Cameroon,0.73373
China,1.56765
Hebei,1.44456
Nei Mongol,1.351
Jilin,1.28883
Heilongjiang,1.31985
Jiangsu,1.4187
Fujian,1.38845
Shandong,1.46472
Hubei,1.26966
Guangdong,1.39852
Sichuan,1.26747
Yunnan,1.35181
Xizang,1.39438
Gansu,1.51111
Qinghai,1.55853
Xinjiang,1.61041
Colombia,0.98064
Costa Rica,1.25325
Dominican Republic,1.54001
Ecuador,1.00387
Ethiopia,1.29594
Ghana,1.1711
Guatemala,1.32052
Guyana,0.60221
Honduras,1.28993
Haiti,0.9212
Indonesia,1.20025
India,1.45948
Andhra Pradesh,1.22729
Gujarat,1.40057
Karnataka,1.91428
Maharashtra,1.514
Madhya Pradesh,1.29459
Punjab,1.24493
Rajasthan,1.37113
Tamil Nadu,1.4972
Uttar Pradesh,1.16433
West Bengal,1.31399
Jamaica,1.0004
Kenya,1.56412
Sri Lanka,1.04068
Liberia,1.43853
Myanmar,0.64719
Malawi,1.20692
Mexico,0.89818
Mozambique,0.84388
Nigeria,1.18843
Nicaragua,1.37736
Nepal,1.39235
Panama,1.39163
Peru,1.39842
Pakistan,1.21134
Paraguay,0.66761
Rwanda,1.7212
Sierra Leone,0.98439
Senegal,1.15331
Suriname,0.21831
El Salvador,1.32962
Tajikistan,0.45122
Trinidad and Tobago,0.24047
Tanzania,1.31651
Uganda,1.32129
Uruguay,1.43299
Venezuela,0.10695
Vietnam,1.32638
South africa,0.99183
Zambia,0.9858
Zimbabwe,0.8692
