name:en_aa,2015,2014
Argentina,1.77049143569,1.7309453385
Barbados,0.5625,0.5625
Bangladesh,0.650810075187,0.657193651248
Bolivia,1.21287142584,1.33202851396
Brazil,3.12790401354,3.23665559959
Bahamas,0.416666666667,0.416666666667
Botswana,0.355252898175,0.393240600051
Belize,1.21949651898,1.05282985232
DR Congo,1.07162646938,0.904959802709
Côte d'Ivoire,0.418605529886,0.418605529886
Chile,3.05009881156,3.47914926628
Cameroon,0.884382085007,0.884382085007
China,3.24311158772,3.12315983581
Hebei,3.03179441937,2.03684266746
Nei Mongol,3.69846108603,2.45350933412
Jilin,3.19846108603,2.20350933412
Heilongjiang,3.03179441937,1.70350933412
Jiangsu,3.1151277527,2.12017600079
Fujian,2.78179441937,1.28684266746
Shandong,3.19846108603,1.70350933412
Hubei,3.1151277527,1.62017600079
Guangdong,3.2401277527,2.20350933412
Sichuan,3.3651277527,2.12017600079
Yunnan,3.69846108603,2.45350933412
Xizang,0.698461086034,0.953509334122
Gansu,3.3651277527,2.20350933412
Qinghai,2.94846108603,1.87017600079
Xinjiang,2.44846108603,2.45350933412
Colombia,2.96797558158,2.94950224099
Costa Rica,2.41317950436,2.41317950436
Dominican Republic,2.20013008573,2.1167967524
Ecuador,1.58648238444,1.58648238444
Ethiopia,0.96616352332,0.96616352332
Ghana,1.76095774495,1.77327825021
Guatemala,1.44648011827,1.44648011827
Guyana,0.705901097939,0.705901097939
Honduras,1.56075050238,1.56075050238
Haiti,0.071337373318,0.071337373318
Indonesia,2.43202029967,2.40675761013
India,2.60242946654,2.68196700619
Andhra Pradesh,1.33175516655,1.18212603953
Gujarat,1.24842183322,1.26545937286
Karnataka,1.83175516655,1.5987927062
Maharashtra,1.08175516655,1.18212603953
Madhya Pradesh,0.748421833217,0.765459372863
Punjab,1.33175516655,1.3487927062
Rajasthan,1.66508849988,1.43212603953
Tamil Nadu,1.99842183322,1.68212603953
Uttar Pradesh,0.998421833217,1.0987927062
West Bengal,0.415088499884,0.848792706196
Jamaica,1.17628558849,1.17628558849
Kenya,1.7414240779,1.74349798642
Sri Lanka,0.57982593013,0.0769549543491
Liberia,0.183486719535,0.183486719535
Myanmar,0.210670592999,0.710670592999
Malawi,1.59812962254,1.01479628921
Mexico,3.01378372869,3.02434065863
Mozambique,0.819278754332,0.819278754332
Nigeria,1.01078363486,0.986135733009
Nicaragua,1.52786449575,1.61119782908
Nepal,1.01485831049,1.26485831049
Panama,0.934190662286,0.912425262994
Peru,2.48765856038,2.45961547674
Pakistan,1.30237017163,0.809572699033
Paraguay,1.26360108336,1.26360108336
Rwanda,0.666666666667,0.666666666667
Sierra Leone,0.265051784893,0.265051784893
Senegal,0.690997944299,0.440997944299
Suriname,0.250520896199,0.333854229532
El Salvador,0.980158804175,0.852182613699
Tajikistan,0.801416053377,0.801416053377
Trinidad and Tobago,0.502870198961,0.586203532294
Tanzania,0.972641806873,0.972641806873
Uganda,1.767450824,1.68411749067
Uruguay,2.64003648881,2.65258544779
Venezuela,0.597196856438,0.597196856438
Vietnam,1.68415113086,1.99772178542
South Africa,2.77021363023,2.77953952083
Zambia,1.5068749723,1.34020830564
Zimbabwe,0.96743924782,0.96743924782
