2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,indicator,unit
0.00,0.01,0.1,0.23,0.29,0.57,0.85,1.26,2.25,2.55,4.41,8.72,EV share of total cars sold,%
,,,,,,,,,,,,,
