name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Botswana,0.770011374387,0.302006355171,0.393240600051,0.62245156887,1.09906015038
Cameroon,0.733725178723,0.274760768915,0.884382085007,0.645774863035,0.914661654135
Côte d'Ivoire,1.06111640577,0.0451427873396,0.418605529886,0.687039626488,1.24172932331
DR Congo,0.79927357305,0.663980702792,0.904959802709,0.852241595426,1.31729323308
Ethiopia,1.29593705492,0.634631083054,0.96616352332,1.24808717162,2.62932330827
Ghana,1.17109693098,0.166646909155,1.77327825021,1.15102232703,2.44398496241
Kenya,1.56412403197,0.962366132984,1.74349798642,1.72572437621,3.66560150376
Liberia,1.43852508013,0.516607816662,0.183486719535,0.912398467688,1.02988721805
Malawi,1.20691534923,0.123146201844,1.01479628921,0.914664406032,1.61823308271
Mozambique,0.843875605277,0.311632836588,0.819278754332,0.788151831049,1.56146616541
Nigeria,1.18842537531,0.382117919799,0.986135733009,1.23219280331,3.29511278195
Rwanda,1.72120324716,0.434185329323,0.666666666667,1.1952190966,1.85507518797
Senegal,1.15331106408,0.138837087496,0.440997944299,0.892865845028,2.15827067669
Sierra Leone,0.984390137734,0.575008429223,0.265051784893,0.742933644828,0.912781954887
South africa,0.991827333118,1.53131065414,2.77953952083,1.92437084709,4.34210526316
Tanzania,1.31650815308,0.344007174611,0.972641806873,1.22666033126,3.00639097744
Uganda,1.32129424833,0.487560046103,1.68411749067,1.51623792323,3.92556390977
Zambia,0.985798347051,0.368834220371,1.34020830564,1.06529596356,2.39530075188
Zimbabwe,0.869198432399,0.271581505973,0.96743924782,0.764081741999,1.26541353383
